fullVisitorId,channelGrouping,hits_time,geoNetwork_country,geoNetwork_city,totals_totalTransactionRevenue,totals_transactions,totals_timeOnSite,totals_pageviews,visitId,hits_type,hits_product_productRefundAmount,hits_product_productQuantity,hits_product_productPrice,hits_product_productRevenue,hits_product_productSKU,hits_product_v2ProductName,hits_product_v2ProductCategory,hits_product_productVariant,hits_item_currencyCode,hits_item_itemQuantity,hits_item_itemRevenue,hits_transaction_transactionRevenue,hits_transaction_transactionId,hits_page_pageTitle,hits_page_searchKeyword,hits_page_pagePathLevel1,date_formatted
9892949780415571748,Referral,301888,United States,not available in demo dataset,120000000,1,302,11,1493827336,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705032125,Checkout Confirmation,,/ordercompleted.html,5/3/2017
1791788120427317219,Referral,114743,United States,Mountain View,120000000,1,115,12,1493954594,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705042036,Checkout Confirmation,,/ordercompleted.html,5/4/2017
9371461868714666767,Referral,516089,United States,Sunnyvale,120000000,1,516,14,1494035552,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705051922,Checkout Confirmation,,/ordercompleted.html,5/5/2017
3996019221692674127,Direct,734575,United States,not available in demo dataset,120000000,1,735,22,1494015492,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705052020,Checkout Confirmation,,/ordercompleted.html,5/5/2017
3347304258797605956,Referral,477516,United States,Mountain View,120000000,1,478,14,1494389185,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705092120,Checkout Confirmation,,/ordercompleted.html,5/9/2017
6185928243798139721,Referral,568899,United States,not available in demo dataset,120000000,1,846,18,1494439066,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705102101,Checkout Confirmation,,/ordercompleted.html,5/10/2017
7614436914539110067,Referral,307430,United States,Sunnyvale,120000000,1,307,13,1494511877,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705112169,Checkout Confirmation,,/ordercompleted.html,5/11/2017
2076750439253141867,Referral,203694,United States,Mountain View,120000000,1,262,17,1494535679,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705112232,Checkout Confirmation,,/ordercompleted.html,5/11/2017
3121862321319901994,Referral,170312,United States,San Diego,120000000,1,170,11,1494634585,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705121824,Checkout Confirmation,,/ordercompleted.html,5/12/2017
549158270848959308,Direct,646729,United States,Mountain View,120000000,1,647,23,1494607408,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705122003,Checkout Confirmation,,/ordercompleted.html,5/12/2017
9251339801553633736,Referral,422278,United States,Los Angeles,120000000,1,818,17,1494704804,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705131252,Checkout Confirmation,,/ordercompleted.html,5/13/2017
5300345920014550758,Referral,2406393,United States,not available in demo dataset,120000000,1,2406,16,1494724774,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705131255,Checkout Confirmation,,/ordercompleted.html,5/13/2017
3959232753405335715,Referral,280370,United States,not available in demo dataset,120000000,1,280,14,1494804132,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705141266,Checkout Confirmation,,/ordercompleted.html,5/14/2017
6672454697660800897,Referral,383077,United States,New York,120000000,1,383,16,1494989700,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705163091,Checkout Confirmation,,/ordercompleted.html,5/16/2017
5010635587816582856,Referral,459353,United States,San Francisco,120000000,1,459,14,1495042995,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705173054,Checkout Confirmation,,/ordercompleted.html,5/17/2017
0737588814291430090,Referral,322292,United States,not available in demo dataset,120000000,1,322,15,1495110929,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705182678,Checkout Confirmation,,/ordercompleted.html,5/18/2017
7357421125834347368,Referral,1344018,United States,London,120000000,1,1738,23,1495101280,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705182814,Checkout Confirmation,,/ordercompleted.html,5/18/2017
9556389862149244583,Referral,591668,United States,not available in demo dataset,120000000,1,592,14,1495423959,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705211604,Checkout Confirmation,,/ordercompleted.html,5/21/2017
5498992355134848286,Referral,391376,United States,not available in demo dataset,120000000,1,391,15,1495407457,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705211617,Checkout Confirmation,,/ordercompleted.html,5/21/2017
9281061661765241873,Referral,311313,United States,San Francisco,120000000,1,311,15,1495492036,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705222272,Checkout Confirmation,,/ordercompleted.html,5/22/2017
9300340332056689564,Referral,410450,United States,Mountain View,120000000,1,462,17,1495597682,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705232159,Checkout Confirmation,,/ordercompleted.html,5/23/2017
2867743519881319543,Referral,202866,United States,Los Angeles,120000000,1,226,13,1495661389,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705242340,Checkout Confirmation,,/ordercompleted.html,5/24/2017
6656646440110084418,Referral,195757,United States,Mountain View,120000000,1,221,14,1495826525,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705261960,Checkout Confirmation,,/ordercompleted.html,5/26/2017
1429023149179644688,Referral,231975,United States,Mountain View,120000000,1,232,16,1495834990,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705262000,Checkout Confirmation,,/ordercompleted.html,5/26/2017
4861492866296530197,Referral,345394,United States,not available in demo dataset,120000000,1,345,14,1495916711,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705271480,Checkout Confirmation,,/ordercompleted.html,5/27/2017
7371327459258655556,Referral,253002,United States,not available in demo dataset,120000000,1,253,9,1496102580,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705291632,Checkout Confirmation,,/ordercompleted.html,5/29/2017
6297765786791363702,Referral,994258,United States,not available in demo dataset,120000000,1,994,17,1496112546,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705291764,Checkout Confirmation,,/ordercompleted.html,5/29/2017
3407900000013788414,Referral,155657,United States,Chicago,120000000,1,156,11,1496153832,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705302096,Checkout Confirmation,,/ordercompleted.html,5/30/2017
8255024438474585991,Referral,397566,United States,not available in demo dataset,120000000,1,398,20,1496159941,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705302271,Checkout Confirmation,,/ordercompleted.html,5/30/2017
201339424268875762,Referral,1358105,United States,Atlanta,120000000,1,1359,24,1496159402,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705302304,Checkout Confirmation,,/ordercompleted.html,5/30/2017
3921603553527338726,Referral,373143,United States,New York,120000000,1,373,14,1496281662,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705312406,Checkout Confirmation,,/ordercompleted.html,5/31/2017
1709819967447811135,Referral,569686,United States,Kirkland,120000000,1,570,14,1496254142,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705312407,Checkout Confirmation,,/ordercompleted.html,5/31/2017
2973248904410713913,Referral,348043,United States,San Jose,120000000,1,580,16,1496286945,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201705312435,Checkout Confirmation,,/ordercompleted.html,5/31/2017
0717343852152056082,Referral,217698,United States,San Francisco,120000000,1,218,11,1496721548,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706052458,Checkout Confirmation,,/ordercompleted.html,6/5/2017
0202712234578166702,Referral,271469,United States,not available in demo dataset,120000000,1,271,14,1496685390,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706052541,Checkout Confirmation,,/ordercompleted.html,6/5/2017
9993619947202102762,Referral,184904,United States,Pittsburgh,120000000,1,225,16,1496678904,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706052583,Checkout Confirmation,,/ordercompleted.html,6/5/2017
0036051014293517039,Referral,1052863,United States,not available in demo dataset,120000000,1,1053,13,1496810842,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706062405,Checkout Confirmation,,/ordercompleted.html,6/6/2017
7588010028653407984,Referral,263182,United States,not available in demo dataset,120000000,1,263,17,1496772039,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706062493,Checkout Confirmation,,/ordercompleted.html,6/6/2017
2741203205814395615,Referral,550263,United States,Mountain View,120000000,1,550,24,1497051610,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706092026,Checkout Confirmation,,/ordercompleted.html,6/9/2017
1683216439872645570,Referral,290623,United States,not available in demo dataset,120000000,1,291,13,1497200965,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706111521,Checkout Confirmation,,/ordercompleted.html,6/11/2017
404901838339582799,Referral,340594,United States,not available in demo dataset,120000000,1,341,13,1497192231,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706111526,Checkout Confirmation,,/ordercompleted.html,6/11/2017
9253891173940036104,Referral,101983,United States,San Francisco,120000000,1,102,12,1497282757,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706122361,Checkout Confirmation,,/ordercompleted.html,6/12/2017
4270273691314226963,Referral,4200249,United States,Austin,120000000,1,4200,14,1497304745,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706122397,Checkout Confirmation,,/ordercompleted.html,6/12/2017
742244839739894212,Referral,608339,United States,Mountain View,120000000,1,608,18,1497303274,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706122462,Checkout Confirmation,,/ordercompleted.html,6/12/2017
3373508111963616267,Referral,857810,United States,New York,120000000,1,859,13,1497459553,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706142327,Checkout Confirmation,,/ordercompleted.html,6/14/2017
3704343480308370851,Referral,490960,United States,Sunnyvale,120000000,1,491,28,1497474887,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706142464,Checkout Confirmation,,/ordercompleted.html,6/14/2017
1805761096484942190,Referral,226414,United States,Mountain View,120000000,1,417,14,1497539749,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706152169,Checkout Confirmation,,/ordercompleted.html,6/15/2017
391550166745596158,Referral,1427175,United States,Mountain View,120000000,1,1427,28,1497563943,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706152279,Checkout Confirmation,,/ordercompleted.html,6/15/2017
6894501165201852050,Referral,1290399,United States,San Diego,120000000,1,2234,16,1497673547,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706162058,Checkout Confirmation,,/ordercompleted.html,6/16/2017
053623453418179751,Referral,650751,United States,Sunnyvale,120000000,1,651,14,1497905716,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706192244,Checkout Confirmation,,/ordercompleted.html,6/19/2017
9555657390725514182,Referral,1267877,United States,not available in demo dataset,120000000,1,1268,16,1498080060,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706212446,Checkout Confirmation,,/ordercompleted.html,6/21/2017
5893442730049792745,Referral,977130,United States,New York,120000000,1,977,19,1498068325,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706212458,Checkout Confirmation,,/ordercompleted.html,6/21/2017
841609426237710829,Referral,406344,United States,Chicago,120000000,1,406,16,1498188925,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706222313,Checkout Confirmation,,/ordercompleted.html,6/22/2017
2636611251908723276,Referral,362201,United States,San Jose,120000000,1,362,13,1498284806,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706231970,Checkout Confirmation,,/ordercompleted.html,6/23/2017
0119764979385004688,Referral,662219,United States,New York,120000000,1,662,14,1498235970,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706232002,Checkout Confirmation,,/ordercompleted.html,6/23/2017
2324120774602411591,Referral,1265161,United States,New York,120000000,1,1300,20,1498351116,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706241413,Checkout Confirmation,,/ordercompleted.html,6/24/2017
1507868798402793305,Referral,975075,United States,New York,120000000,1,975,21,1498355493,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706241420,Checkout Confirmation,,/ordercompleted.html,6/24/2017
2229363526700758022,Referral,271711,United States,not available in demo dataset,120000000,1,272,12,1498425498,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706251441,Checkout Confirmation,,/ordercompleted.html,6/25/2017
1460168623578804967,Referral,630518,United States,not available in demo dataset,120000000,1,631,15,1498435919,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706251486,Checkout Confirmation,,/ordercompleted.html,6/25/2017
0694650707928589523,Referral,4449580,United States,not available in demo dataset,120000000,1,4930,41,1498439709,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706251582,Checkout Confirmation,,/ordercompleted.html,6/25/2017
2059772032933034832,Referral,197052,United States,Mountain View,120000000,1,197,11,1498500398,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706262007,Checkout Confirmation,,/ordercompleted.html,6/26/2017
918950311295372029,Referral,248682,United States,Sunnyvale,120000000,1,249,13,1498540441,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706262073,Checkout Confirmation,,/ordercompleted.html,6/26/2017
5266892082756624645,Referral,1362967,United States,not available in demo dataset,120000000,1,1363,13,1498485680,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706262084,Checkout Confirmation,,/ordercompleted.html,6/26/2017
9304340604763162502,Referral,184501,United States,not available in demo dataset,120000000,1,185,13,1498577443,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706272566,Checkout Confirmation,,/ordercompleted.html,6/27/2017
5632307302054162017,Referral,314669,United States,Sunnyvale,120000000,1,315,15,1498586166,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706272579,Checkout Confirmation,,/ordercompleted.html,6/27/2017
352214471435235889,Referral,1453630,United States,New York,120000000,1,1454,22,1498830093,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201706302477,Checkout Confirmation,,/ordercompleted.html,6/30/2017
4582515024157052067,Organic Search,600924,United States,not available in demo dataset,120000000,1,645,22,1499021660,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707021544,Checkout Confirmation,,/ordercompleted.html,7/2/2017
1318106923668268888,Referral,356468,United States,Oakland,120000000,1,356,10,1499279871,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707052411,Checkout Confirmation,,/ordercompleted.html,7/5/2017
1111599682843496712,Referral,290471,United States,Cambridge,120000000,1,290,17,1499264206,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707052613,Checkout Confirmation,,/ordercompleted.html,7/5/2017
175049360151954363,Referral,396216,United States,San Jose,120000000,1,396,25,1499316694,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707052672,Checkout Confirmation,,/ordercompleted.html,7/5/2017
1598240995771065074,Referral,241049,United States,not available in demo dataset,120000000,1,241,10,1499448469,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707072143,Checkout Confirmation,,/ordercompleted.html,7/7/2017
9756202106186308060,Referral,284230,United States,not available in demo dataset,120000000,1,321,22,1499520481,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707081648,Checkout Confirmation,,/ordercompleted.html,7/8/2017
8684210112032611745,Referral,583307,United States,Mountain View,120000000,1,583,22,1499568639,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707081659,Checkout Confirmation,,/ordercompleted.html,7/8/2017
7966535102088125610,Referral,703793,United States,Cupertino,120000000,1,761,21,1499663376,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707091781,Checkout Confirmation,,/ordercompleted.html,7/9/2017
7732492765893840562,Referral,161648,United States,Santa Clara,120000000,1,162,12,1499837725,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707112624,Checkout Confirmation,,/ordercompleted.html,7/11/2017
4229811018722234295,Direct,1168606,United States,Palo Alto,120000000,1,1169,14,1499899017,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707122334,Checkout Confirmation,,/ordercompleted.html,7/12/2017
9674714182794148692,Referral,1824754,United States,San Francisco,120000000,1,1825,18,1499883018,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707122385,Checkout Confirmation,,/ordercompleted.html,7/12/2017
0064261027716455382,Referral,333802,United States,not available in demo dataset,120000000,1,334,14,1500067326,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707142068,Checkout Confirmation,,/ordercompleted.html,7/14/2017
2086704254068508139,Referral,131867,United States,Chicago,120000000,1,132,12,1500297950,PAGE,,1,119000000,120000000,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707172343,Checkout Confirmation,,/ordercompleted.html,7/17/2017
2998434782260040555,Referral,1178427,United States,Kirkland,120000000,1,1191,21,1500316938,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707172524,Checkout Confirmation,,/ordercompleted.html,7/17/2017
628180500276163946,Referral,299332,United States,not available in demo dataset,120000000,1,352,13,1500323109,PAGE,,1,119000000,120000000,GGOENEBQ078999,Nest® Cam Outdoor Security Camera - USA,Nest-USA,Single Option Only,USD,,,120000000,ORD201707172548,Checkout Confirmation,,/ordercompleted.html,7/17/2017
